!gaf-version: 2.2
!generated-by: Yusheng Yang
!date-generated: 2025-10-29
!URL: https://www.pombase.org/monthly_releases/2025/pombase-2025-09-01/phenotypes_and_genotypes/pombase_phenotype_annotation.phaf.tsv
!contact: yangyusheng@nibs.ac.cn
PomBase	SPCC1902.02	mug72		FYPO:0001188	PMID:25552606	cell growth assay evidence		FYPO	sensitive to Calcofluor White		protein	taxon:4896	20150323	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0000842	PMID:37787768	cell growth assay evidence		FYPO	sensitive to ethanol during vegetative growth		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0000785	PMID:37787768	cell growth assay evidence		FYPO	sensitive to formamide		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0009086	PMID:37787768	cell growth assay evidence		FYPO	sensitive to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0006836	PMID:37787768	cell growth assay evidence		FYPO	sensitive to magnesium chloride		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0009088	PMID:37787768	cell growth assay evidence		FYPO	sensitive to magnesium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0003656	PMID:37787768	cell growth assay evidence		FYPO	sensitive to vanadate		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0003656	PMID:37787768	cell growth assay evidence		FYPO	sensitive to vanadate		protein	taxon:4896	20230628	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0002060	PMID:20473289	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0002060	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPCC1902.02	mug72		FYPO:0002177	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell with normal cell morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009091	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on lysine and proline nitrogen source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001176	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on sucrose carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000708	PMID:28410370	microscopy evidence		FYPO	decreased mating efficiency		protein	taxon:4896	20170428	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0005261	PMID:37787768	cell growth assay evidence		FYPO	increased cell population growth on galactose carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009052	PMID:37787768	cell growth assay evidence		FYPO	increased cell population growth on glutamate nitrogen source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009101	PMID:37787768	cell growth assay evidence		FYPO	increased cell population growth on glycerol and galactose carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0006518	PMID:33260998	Flow cytometry data		FYPO	loss of viability in G0		protein	taxon:4896	20201210	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000245	PMID:34250083	cell growth assay evidence		FYPO	loss of viability in stationary phase		protein	taxon:4896	20210811	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007553	PMID:33260998	Flow cytometry data		FYPO	normal G1 to G0 transition		protein	taxon:4896	20201211	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001164	PMID:27974503	cell growth assay evidence		FYPO	normal growth on glucose carbon source		protein	taxon:4896	20170109	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009066	PMID:37787768	cell growth assay evidence		FYPO	resistance to amorolfine		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001453	PMID:37787768	cell growth assay evidence		FYPO	resistance to ethanol		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001103	PMID:37787768	cell growth assay evidence		FYPO	resistance to hydrogen peroxide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009070	PMID:37787768	cell growth assay evidence		FYPO	resistance to itraconazole		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001583	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009085	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009085	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000725	PMID:37787768	cell growth assay evidence		FYPO	resistance to methyl methanesulfonate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000725	PMID:37787768	cell growth assay evidence		FYPO	resistance to methyl methanesulfonate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001501	PMID:37787768	cell growth assay evidence		FYPO	sensitive to brefeldin A		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000096	PMID:27558664	competitive growth assay evidence		FYPO	sensitive to cadmium		protein	taxon:4896	20160824	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000096	PMID:37787768	cell growth assay evidence		FYPO	sensitive to cadmium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002640	PMID:22252817	cell growth assay evidence		FYPO	sensitive to clotrimazole		protein	taxon:4896	20131007	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000104	PMID:37787768	cell growth assay evidence		FYPO	sensitive to cycloheximide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000104	PMID:37787768	cell growth assay evidence		FYPO	sensitive to cycloheximide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000799	PMID:37787768	cell growth assay evidence		FYPO	sensitive to diamide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000842	PMID:37787768	cell growth assay evidence		FYPO	sensitive to ethanol during vegetative growth		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000088	PMID:37787768	cell growth assay evidence		FYPO	sensitive to hydroxyurea		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0009088	PMID:37787768	cell growth assay evidence		FYPO	sensitive to magnesium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002641	PMID:22252817	cell growth assay evidence		FYPO	sensitive to micafungin		protein	taxon:4896	20131007	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001214	PMID:37787768	cell growth assay evidence		FYPO	sensitive to potassium chloride		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007924	PMID:37787768	cell growth assay evidence		FYPO	sensitive to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000841	PMID:37787768	cell growth assay evidence		FYPO	sensitive to sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0007938	PMID:37787768	cell growth assay evidence		FYPO	sensitive to tea tree oil		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002328	PMID:22252817	cell growth assay evidence		FYPO	sensitive to terbinafine		protein	taxon:4896	20131007	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0000797	PMID:37787768	cell growth assay evidence		FYPO	sensitive to tert-butyl hydroperoxide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002701	PMID:37787768	cell growth assay evidence		FYPO	sensitive to torin1		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0001457	PMID:37787768	cell growth assay evidence		FYPO	sensitive to tunicamycin		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0003656	PMID:37787768	cell growth assay evidence		FYPO	sensitive to vanadate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002060	PMID:20473289	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002060	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC651.11c	apm3		FYPO:0002177	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell with normal cell morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0000121	PMID:28410370	microscopy evidence		FYPO	abnormal sporulation		protein	taxon:4896	20170428	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0009073	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on lysine nitrogen source		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0001355	PMID:37787768	cell growth assay evidence		FYPO	decreased vegetative cell population growth		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0004806	PMID:28410370	microscopy evidence		FYPO	incomplete cell wall disassembly at cell fusion site		protein	taxon:4896	20170428	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0000245	PMID:34250083	cell growth assay evidence		FYPO	loss of viability in stationary phase		protein	taxon:4896	20210811	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0004295	PMID:28410370	microscopy evidence		FYPO	multiseptate cell		protein	taxon:4896	20170428	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0001583	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0009087	PMID:37787768	cell growth assay evidence		FYPO	resistance to magnesium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0009043	PMID:37787768	cell growth assay evidence		FYPO	resistance to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0003383	PMID:37787768	cell growth assay evidence		FYPO	resistance to tert-butyl hydroperoxide		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0000830	PMID:37787768	cell growth assay evidence		FYPO	resistance to vanadate		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0006930	PMID:30647105	competitive growth assay evidence		FYPO	sensitive to butylated hydroxyanisole		protein	taxon:4896	20190618	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0000096	PMID:37787768	cell growth assay evidence		FYPO	sensitive to cadmium		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0001719	PMID:37787768	cell growth assay evidence		FYPO	sensitive to lithium		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0000115	PMID:37787768	cell growth assay evidence		FYPO	sensitive to valproic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0001234	PMID:25452419	cell growth assay evidence		FYPO	slow vegetative cell population growth		protein	taxon:4896	20150129	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0002060	PMID:20473289	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0002060	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPAC22H12.05c	fsc1		FYPO:0002177	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell with normal cell morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPCC1450.04	tef5		FYPO:0000311	PMID:23697806	microscopy evidence		FYPO	inviable after spore germination with normal, unseptated germ tube morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPCC1450.04	tef5		FYPO:0002151	PMID:23697806	microscopy evidence		FYPO	inviable spore		protein	taxon:4896	20120101	PomBase		
PomBase	SPCC1450.04	tef5		FYPO:0002061	PMID:20473289	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPCC1450.04	tef5		FYPO:0002061	PMID:23697806	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC839.08c	its8		FYPO:0003412	PMID:32101745	reporter gene assay evidence		FYPO	decreased chromatin silencing at centromere outer repeat		protein	taxon:4896	20200804	PomBase		
PomBase	SPBC577.09	ckn1		FYPO:0000311	PMID:23697806	microscopy evidence		FYPO	inviable after spore germination with normal, unseptated germ tube morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC577.09	ckn1		FYPO:0002151	PMID:23697806	microscopy evidence		FYPO	inviable spore		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC577.09	ckn1		FYPO:0002061	PMID:20473289	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPBC577.09	ckn1		FYPO:0002061	PMID:23697806	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPAC1F5.09c	shk2		FYPO:0002060	PMID:9660817	cell growth assay evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20180511	PomBase		
PomBase	SPBC28F2.12	rpb1		FYPO:0000311	PMID:23697806	microscopy evidence		FYPO	inviable after spore germination with normal, unseptated germ tube morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC28F2.12	rpb1		FYPO:0002151	PMID:23697806	microscopy evidence		FYPO	inviable spore		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC28F2.12	rpb1		FYPO:0002061	PMID:20473289	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPBC28F2.12	rpb1		FYPO:0002061	PMID:23697806	microscopy evidence		FYPO	inviable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0009094	PMID:37787768	cell growth assay evidence		FYPO	increased cell population growth on lysine and proline nitrogen source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0009031	PMID:37787768	cell growth assay evidence		FYPO	resistance to bleomycin		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0000763	PMID:37787768	cell growth assay evidence		FYPO	resistance to cadmium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0000764	PMID:37787768	cell growth assay evidence		FYPO	resistance to cycloheximide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0001453	PMID:37787768	cell growth assay evidence		FYPO	resistance to ethanol		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0009087	PMID:37787768	cell growth assay evidence		FYPO	resistance to magnesium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0009043	PMID:37787768	cell growth assay evidence		FYPO	resistance to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0003383	PMID:37787768	cell growth assay evidence		FYPO	resistance to tert-butyl hydroperoxide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0006680	PMID:30647105	competitive growth assay evidence		FYPO	sensitive to bisphenol A		protein	taxon:4896	20190618	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0007924	PMID:37787768	cell growth assay evidence		FYPO	sensitive to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0002060	PMID:20473289	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0002060	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC11C11.10	pus4		FYPO:0002177	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell with normal cell morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0003315	PMID:11737264	microscopy evidence		FYPO	actin cables absent from cell		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0001355	PMID:11737264	cell growth assay evidence		FYPO	decreased vegetative cell population growth		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0002021	PMID:11737264	microscopy evidence		FYPO	dispersed actin cortical patch localization during vegetative growth		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0001035	PMID:11737264	microscopy evidence		FYPO	increased cell wall thickness during vegetative growth		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0000764	PMID:37787768	cell growth assay evidence		FYPO	resistance to cycloheximide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009035	PMID:37787768	cell growth assay evidence		FYPO	resistance to formamide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009043	PMID:37787768	cell growth assay evidence		FYPO	resistance to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009043	PMID:37787768	cell growth assay evidence		FYPO	resistance to potassium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0000830	PMID:37787768	cell growth assay evidence		FYPO	resistance to vanadate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0006930	PMID:30647105	competitive growth assay evidence		FYPO	sensitive to butylated hydroxyanisole		protein	taxon:4896	20190618	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0000096	PMID:37787768	cell growth assay evidence		FYPO	sensitive to cadmium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0007931	PMID:37787768	cell growth assay evidence		FYPO	sensitive to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009071	PMID:37787768	cell growth assay evidence		FYPO	sensitive to itraconazole		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0001719	PMID:37787768	cell growth assay evidence		FYPO	sensitive to lithium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009086	PMID:37787768	cell growth assay evidence		FYPO	sensitive to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009086	PMID:37787768	cell growth assay evidence		FYPO	sensitive to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0009090	PMID:37787768	cell growth assay evidence		FYPO	sensitive to sodium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0001234	PMID:16421249	cell growth assay evidence		FYPO	slow vegetative cell population growth		protein	taxon:4896	20220108	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0007436	PMID:11737264	microscopy evidence		FYPO	swollen elongated multiseptate vegetative cell		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0002240	PMID:11737264	microscopy evidence		FYPO	swollen septated spheroid vegetative cell		protein	taxon:4896	20200709	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0002060	PMID:20473289	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20100406	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0002060	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell population		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC3F6.05	rga1		FYPO:0002177	PMID:23697806	microscopy evidence		FYPO	viable vegetative cell with normal cell morphology		protein	taxon:4896	20120101	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0003743	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth during glucose starvation		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0003743	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth during glucose starvation		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009078	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on ethanol carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009100	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on glycerol and galactose carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0000684	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on glycerol carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009099	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on mannitol carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009097	PMID:37787768	cell growth assay evidence		FYPO	decreased cell population growth on xylose carbon source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0001355	PMID:37787768	cell growth assay evidence		FYPO	decreased vegetative cell population growth		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009094	PMID:37787768	cell growth assay evidence		FYPO	increased cell population growth on lysine and proline nitrogen source		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0000245	PMID:34250083	cell growth assay evidence		FYPO	loss of viability in stationary phase		protein	taxon:4896	20210811	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009036	PMID:37787768	cell growth assay evidence		FYPO	resistance to benzamidine		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0002634	PMID:22806344	cell growth assay evidence		FYPO	resistance to cobalt		protein	taxon:4896	20130906	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0002693	PMID:37787768	cell growth assay evidence		FYPO	resistance to diamide		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009038	PMID:37787768	cell growth assay evidence		FYPO	resistance to egtazic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009034	PMID:37787768	cell growth assay evidence		FYPO	resistance to ethylenediaminetetraacetic acid		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0002578	PMID:37787768	cell growth assay evidence		FYPO	resistance to hydroxyurea		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0002578	PMID:37787768	cell growth assay evidence		FYPO	resistance to hydroxyurea		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0001583	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009085	PMID:37787768	cell growth assay evidence		FYPO	resistance to lithium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0009087	PMID:37787768	cell growth assay evidence		FYPO	resistance to magnesium chloride and sodium dodecyl sulfate		protein	taxon:4896	20230628	PomBase		
PomBase	SPBC2G2.08	ade9		FYPO:0001034	PMID:37787768	cell growth assay evidence		FYPO	resistance to tunicamycin		protein	taxon:4896	20230628	PomBase		
